V(canais);V(calib);i(canais);E(i);n(i)
0;0.0000;0.0000;0.0000;0;
1;0.1600;10.2581;64.8290;31;
2;0.3200;9.4900;41.7511;200;
3;0.4800;137.7900;464.1481;200;
4;0.6400;30.1950;81.3318;200;
5;0.8000;12.4533;60.7634;150;
6;0.9600;6.0769;44.6580;91;
7;1.1200;7.6087;45.4266;69;
8;1.2800;7.3205;44.0052;78;
9;1.4400;7.9425;47.5670;87;
10;1.6000;8.6957;61.6549;69;
11;1.7600;8.5263;50.3886;76;
12;1.9200;6.4677;39.6108;62;
13;2.0800;2.8276;21.1694;29;
14;2.2400;1.0400;10.2357;25;
15;2.4000;1.2632;4.3232;19;
16;2.5600;1.2800;1.0015;25;
17;2.7200;1.5000;2.1318;22;
18;2.8800;1.7200;24.9307;25;
19;3.0400;1.8947;1.5211;19;
20;3.2000;1.9565;1.0917;23;
21;3.3600;1.9688;0.7085;32;
22;3.5200;2.0000;0.7337;24;
23;3.6800;2.0000;0.5148;23;
24;3.8400;2.0000;0.3187;26;
25;4.0000;2.0000;0.4353;29;
26;4.1600;2.0000;0.3984;28;
27;4.3200;2.0000;0.3588;28;
28;4.4800;2.0000;0.7877;23;
29;4.6400;2.0000;0.5680;32;
30;4.8000;2.0909;0.6571;33;
31;4.9600;2.8462;0.6944;13;
32;5.1200;2.9565;0.8587;23;
33;5.2800;3.0000;0.8529;23;
34;5.4400;3.0000;0.5863;34;
35;5.6000;3.0000;6.0024;26;
36;5.7600;3.7407;0.6992;27;
37;5.9200;3.9032;13.8632;31;
38;6.0800;3.9615;0.4642;26;
39;6.2400;4.0000;0.4456;28;
40;6.4000;4.0000;0.6279;21;
41;6.5600;4.0625;0.6443;32;
42;6.7200;4.4000;0.8928;30;
43;6.8800;4.8636;0.9921;22;
44;7.0400;5.0000;0.7125;26;
45;7.2000;4.9583;0.9158;24;
46;7.3600;4.9744;1.0749;39;
47;7.5200;5.0952;1.0973;21;
48;7.6800;5.1786;1.9847;28;
49;7.8400;5.8400;2.0946;25;
50;8.0000;6.0000;3.0406;24;
51;8.1600;6.0000;1.9672;29;
52;8.3200;6.8571;5.1447;21;
53;8.4800;7.1212;3.6239;33;
54;8.6400;7.9231;4.0814;26;
55;8.8000;8.1250;4.1312;24;
56;8.9600;8.5652;2.7376;23;
57;9.1200;8.9655;1.8917;29;
58;9.2800;9.0000;3.5881;30;
59;9.4400;9.0000;2.6083;29;
60;9.6000;9.0000;4.3372;22;
61;9.7600;9.0000;1.1162;28;
62;9.9200;9.0000;1.0696;30;
63;10.0800;9.0000;0.7984;17;
64;10.2400;9.0000;1.0560;24;
65;10.4000;9.0000;0.7719;28;
66;10.5600;9.0000;1.2953;29;
67;10.7200;9.0000;1.4029;30;
68;10.8800;9.2069;1.8188;29;
69;11.0400;10.0000;1.9947;24;
70;11.2000;9.9259;1.6839;27;
71;11.3600;10.0000;2.1748;21;
72;11.5200;10.7931;3.4392;29;
73;11.6800;11.2857;3.0215;28;
74;11.8400;11.8750;18.3522;24;
75;12.0000;12.5000;3.6002;28;
76;12.1600;13.4375;3.2251;32;
77;12.3200;14.1852;4.5206;27;
78;12.4800;14.8800;4.4682;25;
79;12.6400;15.4828;2.6719;29;
80;12.8000;16.0000;3.7284;26;
81;12.9600;16.0000;5.1912;28;
82;13.1200;16.0000;3.0194;28;
83;13.2800;16.0000;3.9881;27;
84;13.4400;16.0000;2.8428;25;
85;13.6000;15.9722;1.9859;36;
86;13.7600;15.1579;1.1000;19;
87;13.9200;15.0741;2.2561;27;
88;14.0800;15.1304;0.8673;23;
89;14.2400;15.0000;0.4395;29;
90;14.4000;15.0000;0.5104;29;
91;14.5600;15.0370;0.5762;27;
92;14.7200;15.7632;1.0039;38;
93;14.8800;15.9643;1.1674;28;
94;15.0400;16.3600;1.6317;25;
95;15.2000;17.0870;2.1284;23;
96;15.3600;17.6562;2.4447;32;
97;15.5200;18.6154;3.4605;26;
98;15.6800;19.5909;3.6578;22;
99;15.8400;20.5926;3.6491;27;
100;16.0000;21.3571;3.4925;28;
101;16.1600;21.9333;3.3624;30;
102;16.3200;22.9412;2.2519;34;
103;16.4800;22.8571;2.7833;21;
104;16.6400;22.9667;1.7273;30;
105;16.8000;22.8750;1.1872;24;
106;16.9600;23.0000;0.7084;26;
107;17.1200;22.2692;1.1191;26;
108;17.2800;22.0645;0.9740;31;
109;17.4400;22.0000;0.9278;33;
110;17.6000;21.4167;1.3871;24;
111;17.7600;21.0385;1.0734;26;
112;17.9200;21.0000;0.5796;29;
113;18.0800;21.0312;0.7536;32;
114;18.2400;22.9630;9.8256;27;
115;18.4000;21.8710;0.8334;31;
116;18.5600;22.0476;1.2937;21;
117;18.7200;22.7000;1.3341;30;
118;18.8800;23.7667;1.8456;30;
119;19.0400;24.7600;2.5582;25;
120;19.2000;25.8261;3.0014;23;
121;19.3600;27.0857;1.9945;35;
122;19.5200;28.4815;3.4132;27;
123;19.6800;29.3636;3.4409;22;
124;19.8400;30.6250;1.7680;32;
125;20.0000;31.3939;2.3018;33;
126;20.1600;31.9615;1.6185;26;
127;20.3200;31.9583;1.1620;24;
128;20.4800;31.7917;2.2976;24;
129;20.6400;31.2188;0.9740;32;
130;20.8000;30.8710;0.9765;31;
131;20.9600;30.0435;1.2742;23;
132;21.1200;30.0323;1.1777;31;
133;21.2800;29.2083;1.4526;24;
134;21.4400;29.0741;0.9454;27;
135;21.6000;29.0357;0.8772;28;
136;21.7600;29.0000;0.7812;26;
137;21.9200;29.0303;0.6485;33;
138;22.0800;29.1935;0.6341;31;
139;22.2400;30.0741;1.2693;27;
140;22.4000;30.6786;1.3479;28;
141;22.5600;31.9643;1.7574;28;
142;22.7200;33.1290;2.1599;31;
143;22.8800;34.5500;2.8209;20;
144;23.0400;35.4815;2.8880;27;
145;23.2000;37.3438;3.1791;32;
146;23.3600;38.4848;2.3724;33;
147;23.5200;39.8889;2.7188;27;
148;23.6800;40.5417;1.9341;24;
149;23.8400;40.9375;1.3154;32;
150;24.0000;41.0000;1.8265;20;
151;24.1600;40.9355;1.0394;31;
152;24.3200;40.6176;0.8779;34;
153;24.4800;40.0714;0.7991;28;
154;24.6400;39.5833;1.2632;24;
155;24.8000;39.0286;1.0090;35;
156;24.9600;38.1212;1.0403;33;
157;25.1200;37.9667;0.9843;30;
158;25.2800;37.3913;1.5704;23;
159;25.4400;37.0323;1.1825;31;
160;25.6000;37.0000;0.6398;21;
161;25.7600;37.3103;0.6669;29;
162;25.9200;38.0000;0.7154;30;
163;26.0800;38.6000;1.2304;25;
164;26.2400;39.7742;1.2472;31;
165;26.4000;40.7429;1.8360;35;
166;26.5600;42.2903;1.8389;31;
167;26.7200;43.6364;2.4809;22;
168;26.8800;44.8077;2.5020;26;
169;27.0400;46.1143;2.2019;35;
170;27.2000;47.7097;2.1644;31;
171;27.3600;48.6296;2.1555;27;
172;27.5200;49.0000;2.5163;26;
173;27.6800;49.4667;1.7173;30;
174;27.8400;49.5000;1.0457;26;
175;28.0000;49.1667;0.9596;18;
176;28.1600;49.0000;0.5041;33;
177;28.3200;48.6552;1.2858;29;
178;28.4800;48.0588;0.6979;34;
179;28.6400;47.4000;1.0245;30;
180;28.8000;46.6061;1.1263;33;
181;28.9600;46.0000;0.7654;32;
182;29.1200;46.0000;0.8488;32;
183;29.2800;46.0000;0.8508;21;
184;29.4400;46.0000;0.7672;29;
185;29.6000;46.0000;0.5596;27;
186;29.7600;46.2647;0.6630;34;
187;29.9200;47.2609;1.0773;23;
188;30.0800;48.2778;1.1744;36;
189;30.2400;49.4667;1.7003;30;
190;30.4000;50.8333;1.7518;30;
191;30.5600;51.9444;1.5072;18;
192;30.7200;53.2188;2.2910;32;
193;30.8800;54.5405;2.3149;37;
194;31.0400;55.8387;2.2105;31;
195;31.2000;56.7037;1.5461;27;
196;31.3600;57.0938;1.6545;32;
197;31.5200;57.7586;1.1291;29;
198;31.6800;57.6667;1.4580;24;
199;31.8400;57.1667;1.7105;24;
200;32.0000;57.0000;0.4087;29;
201;32.1600;56.7667;0.8997;30;
202;32.3200;56.0741;0.7460;27;
203;32.4800;55.7200;0.9766;25;
204;32.6400;55.0938;0.8731;32;
205;32.8000;54.5862;0.9040;29;
206;32.9600;54.0588;0.8506;34;
207;33.1200;54.0000;0.8109;24;
208;33.2800;54.0000;0.6869;26;
209;33.4400;54.1053;0.8051;38;
210;33.6000;54.9643;0.7247;28;
211;33.7600;55.7692;0.8231;26;
212;33.9200;56.6207;1.2031;29;
213;34.0800;57.5625;1.5504;32;
214;34.2400;59.0606;1.7155;33;
215;34.4000;60.1304;1.5068;23;
216;34.5600;61.3750;1.5706;32;
217;34.7200;62.5000;1.5285;28;
218;34.8800;63.7429;1.2051;35;
219;35.0400;64.6000;1.3997;30;
220;35.2000;65.0000;1.2102;30;
221;35.3600;65.2759;1.2731;29;
222;35.5200;65.8710;0.9746;31;
223;35.6800;65.6111;0.9099;18;
224;35.8400;65.0645;0.9485;31;
225;36.0000;65.0000;0.6195;35;
226;36.1600;64.9333;0.3956;30;
227;36.3200;64.0345;0.7135;29;
228;36.4800;63.9697;0.6511;33;
229;36.6400;63.2258;0.7857;31;
230;36.8000;63.0000;0.3029;35;
231;36.9600;63.0000;0.4431;29;
232;37.1200;63.0000;0.1825;29;
233;37.2800;63.0556;0.2291;36;
234;37.4400;63.7586;0.6603;29;
235;37.6000;64.2581;0.6085;31;
236;37.7600;65.0667;0.4422;30;
237;37.9200;66.1481;0.5963;27;
238;38.0800;67.1667;0.7610;30;
239;38.2400;68.2083;0.8773;24;
240;38.4000;68.9583;0.7905;24;
241;38.5600;70.1136;0.7475;44;
242;38.7200;71.2692;0.5811;26;
243;38.8800;72.0000;0.4817;30;
244;39.0400;72.7500;0.5951;28;
245;39.2000;72.9655;0.5052;29;
246;39.3600;73.0000;0.7746;2;
247;39.5200;0.0000;0.0000;0;
248;39.6800;72.0000;0.0000;1;
249;39.8400;0.0000;0.0000;0;
250;40.0000;0.0000;0.0000;0;
251;40.1600;0.0000;0.0000;0;
252;40.3200;0.0000;0.0000;0;
253;40.4800;0.0000;0.0000;0;
254;40.6400;0.0000;0.0000;0;
Canal 3 = 0.4800V
Fundo de escala(A)= 1.00 nA
Fator de calib=0.1600